date,stock_code,stock_name,shares,weight
2026-06-28,2891,中信金,2904000,0.0
2026-06-28,2882,國泰金,1943000,0.0
2026-06-28,2303,聯電,1822000,0.0
2026-06-28,2881,富邦金,1681025,0.0
2026-06-28,3045,台灣大,1613000,0.0
2026-06-28,2603,長榮,1017000,0.0
2026-06-28,2382,廣達,829000,0.0
2026-06-28,3034,聯詠,335000,0.0
2026-06-28,2357,華碩,280000,0.0
2026-06-28,2330,台積電,91000,0.0
2026-06-27,2882,國泰金,13410559,13.42
2026-06-27,2603,長榮,11886350,11.88
2026-06-27,3231,緯創,11185790,11.19
2026-06-27,2308,台達電,10999680,11.0
2026-06-27,2317,鴻海,9965130,9.96
2026-06-27,2408,南亞科,8006010,8.0
2026-06-27,2891,中信金,7553790,7.55
2026-06-27,2330,台積電,7530899,7.54
2026-06-27,2881,富邦金,6330209,6.33
2026-06-27,2382,廣達,4762359,4.77
2026-06-27,2327,國巨,4677650,4.67
2026-06-27,2379,瑞昱,3695540,3.69
2026-06-26,2882,國泰金,14614250,14.61
2026-06-26,2327,國巨,13879980,13.88
2026-06-26,2379,瑞昱,12782480,12.78
2026-06-26,2609,陽明,12586860,12.59
2026-06-26,2881,富邦金,9137520,9.14
2026-06-26,3034,聯詠,8762610,8.77
2026-06-26,2408,南亞科,8505660,8.5
2026-06-26,2308,台達電,8069030,8.06
2026-06-26,2603,長榮,6413850,6.41
2026-06-26,2382,廣達,3102180,3.1
2026-06-26,3711,日月光投控,2163620,2.16
2026-06-25,2454,聯發科,32542809,32.54
2026-06-25,2408,南亞科,13235329,13.24
2026-06-25,2357,華碩,12904480,12.9
2026-06-25,2301,光寶科,11418250,11.42
2026-06-25,2382,廣達,10342130,10.34
2026-06-25,2327,國巨,8434560,8.43
2026-06-25,3034,聯詠,4370030,4.38
2026-06-25,2603,長榮,4054800,4.05
2026-06-25,2882,國泰金,2695910,2.7
2026-06-24,2891,中信金,40093320,40.09
2026-06-24,2882,國泰金,12574100,12.57
2026-06-24,2382,廣達,10478730,10.47
2026-06-24,3034,聯詠,9208940,9.2
2026-06-24,2454,聯發科,8473600,8.47
2026-06-24,2357,華碩,8452870,8.46
2026-06-24,3711,日月光投控,7287610,7.28
2026-06-24,2301,光寶科,3460580,3.46
2026-06-23,2891,中信金,20485440,20.48
2026-06-23,2379,瑞昱,13736190,13.73
2026-06-23,2881,富邦金,12812090,12.82
2026-06-23,2603,長榮,11614800,11.61
2026-06-23,2317,鴻海,10052910,10.05
2026-06-23,2882,國泰金,9371280,9.37
2026-06-23,2301,光寶科,7036070,7.03
2026-06-23,2330,台積電,5952840,5.96
2026-06-23,3034,聯詠,4605530,4.6
2026-06-23,2609,陽明,2333060,2.33
2026-06-23,2408,南亞科,2016680,2.02
2026-06-22,2327,國巨,42957100,42.95
2026-06-22,2603,長榮,14795680,14.79
2026-06-22,2308,台達電,14791170,14.8
2026-06-22,2408,南亞科,14469410,14.47
2026-06-22,2881,富邦金,4969209,4.97
2026-06-22,2379,瑞昱,2967810,2.96
2026-06-22,2382,廣達,2960190,2.96
2026-06-22,2317,鴻海,2091730,2.1
2026-06-21,2408,南亞科,38263770,38.26
2026-06-21,2330,台積電,11023580,11.03
2026-06-21,2881,富邦金,10784480,10.79
2026-06-21,2308,台達電,10293590,10.3
2026-06-21,2301,光寶科,10231860,10.23
2026-06-21,2382,廣達,7577510,7.58
2026-06-21,2357,華碩,6822320,6.82
2026-06-21,2891,中信金,2532810,2.54
2026-06-21,2882,國泰金,2458160,2.45
2026-06-20,2317,鴻海,13514060,13.51
2026-06-20,3231,緯創,12288450,12.29
2026-06-20,2454,聯發科,11486930,11.48
2026-06-20,2881,富邦金,11447129,11.45
