date,stock_code,stock_name,shares,weight
2026-07-07,3105,穩懋,4143000,3.28
2026-07-07,5536,未知,3716000,10.02
2026-07-07,4958,未知,3147000,3.33
2026-07-07,6139,亞翔,3067000,5.23
2026-07-07,2330,台積電,1967000,9.27
2026-07-07,2454,聯發科,857000,6.67
2026-07-07,2360,致茂,823000,3.13
2026-07-07,2345,智邦,794000,3.77
2026-07-07,2383,台光電,326000,3.29
2026-07-07,6223,旺矽,307000,3.74
2026-07-06,2882,國泰金,14943570,14.94
2026-07-06,3711,日月光投控,14283789,14.28
2026-07-06,3231,緯創,14144420,14.15
2026-07-06,2357,華碩,13878239,13.87
2026-07-06,2408,南亞科,13829160,13.83
2026-07-06,2301,光寶科,10558970,10.56
2026-07-06,2308,台達電,9659500,9.66
2026-07-06,2454,聯發科,8701110,8.71
2026-07-05,2454,聯發科,39778270,39.77
2026-07-05,2881,富邦金,14149880,14.15
2026-07-05,2379,瑞昱,8501910,8.5
2026-07-05,2330,台積電,7727539,7.72
2026-07-05,2382,廣達,7143200,7.15
2026-07-05,2327,國巨,5384970,5.38
2026-07-05,2308,台達電,4668710,4.67
2026-07-05,2357,華碩,3620810,3.62
2026-07-05,2891,中信金,3542210,3.54
2026-07-05,2408,南亞科,3324270,3.33
2026-07-05,3231,緯創,2177150,2.17
2026-07-04,3711,日月光投控,46131600,46.14
2026-07-04,2891,中信金,13505650,13.5
2026-07-04,3231,緯創,12055170,12.05
2026-07-04,2609,陽明,9337910,9.34
2026-07-04,2308,台達電,8860230,8.86
2026-07-04,2454,聯發科,4021389,4.02
2026-07-04,2317,鴻海,4019839,4.01
2026-07-04,2603,長榮,2080460,2.08
2026-07-03,3034,聯詠,36225749,36.23
2026-07-03,2301,光寶科,13952799,13.95
2026-07-03,2454,聯發科,9885780,9.89
2026-07-03,2408,南亞科,8473450,8.48
2026-07-03,2609,陽明,8095120,8.09
2026-07-03,2357,華碩,7528120,7.53
2026-07-03,2327,國巨,6558699,6.56
2026-07-03,2308,台達電,5070910,5.07
2026-07-03,3711,日月光投控,4200110,4.2
2026-07-02,2891,中信金,18292820,18.3
2026-07-02,2327,國巨,13808880,13.8
2026-07-02,2301,光寶科,12155850,12.16
2026-07-02,2308,台達電,11799050,11.79
2026-07-02,2881,富邦金,10085480,10.09
2026-07-02,2408,南亞科,8647110,8.64
2026-07-02,2379,瑞昱,7324970,7.32
2026-07-02,3034,聯詠,4224709,4.22
2026-07-02,2382,廣達,4127840,4.12
2026-07-02,2603,長榮,3754360,3.75
2026-07-02,3231,緯創,3097329,3.09
2026-07-02,2317,鴻海,2720760,2.72
2026-07-01,2330,台積電,23649150,23.64
2026-07-01,2308,台達電,13737190,13.73
2026-07-01,2301,光寶科,10556990,10.56
2026-07-01,2881,富邦金,10284300,10.29
2026-07-01,2327,國巨,7747940,7.74
2026-07-01,2609,陽明,7698660,7.69
2026-07-01,2357,華碩,6745520,6.74
2026-07-01,2882,國泰金,6127620,6.13
2026-07-01,2454,聯發科,4628230,4.62
2026-07-01,2317,鴻海,3156380,3.16
2026-07-01,2891,中信金,3138840,3.13
2026-07-01,3231,緯創,2570669,2.57
2026-06-30,2408,南亞科,17387010,17.39
2026-06-30,2881,富邦金,14804090,14.81
2026-06-30,2379,瑞昱,14327020,14.33
2026-06-30,2891,中信金,12532440,12.53
