date,stock_code,stock_name,shares,weight
2026-08-20,3037,欣興,2482000,6.63
2026-08-20,8996,高力,1630000,4.34
2026-08-20,2330,台積電,1306000,7.27
2026-08-20,3665,未知,1161000,6.12
2026-08-20,2345,智邦,1074000,5.3
2026-08-20,3017,奇鋐,1001000,7.0
2026-08-20,2383,台光電,465000,6.52
2026-08-20,3008,大立光,343000,4.43
2026-08-20,6223,旺矽,268000,3.55
2026-08-20,2059,川湖,260000,8.49
2026-08-19,2357,華碩,17692020,17.7
2026-08-19,2891,中信金,14093820,14.09
2026-08-19,2301,光寶科,13167780,13.17
2026-08-19,2327,國巨,11688359,11.69
2026-08-19,2454,聯發科,10499050,10.49
2026-08-19,2603,長榮,8582330,8.59
2026-08-19,2317,鴻海,8082710,8.08
2026-08-19,3231,緯創,7939380,7.93
2026-08-19,3034,聯詠,3016150,3.01
2026-08-19,2609,陽明,2741700,2.75
2026-08-19,2881,富邦金,2498110,2.5
2026-08-18,2317,鴻海,14009510,14.0
2026-08-18,2301,光寶科,12953530,12.95
2026-08-18,2327,國巨,11460110,11.47
2026-08-18,3034,聯詠,10933150,10.93
2026-08-18,2308,台達電,10679450,10.67
2026-08-18,2330,台積電,8240530,8.25
2026-08-18,2603,長榮,8147310,8.15
2026-08-18,2891,中信金,7240250,7.24
2026-08-18,2408,南亞科,6824210,6.83
2026-08-18,2881,富邦金,5126830,5.13
2026-08-18,2379,瑞昱,4389640,4.38
2026-08-17,2379,瑞昱,14323680,14.33
2026-08-17,3034,聯詠,13969420,13.97
2026-08-17,2330,台積電,13432450,13.44
2026-08-17,2382,廣達,12173860,12.17
2026-08-17,2308,台達電,10629139,10.62
2026-08-17,2603,長榮,8562140,8.56
2026-08-17,2891,中信金,7556920,7.55
2026-08-17,2609,陽明,7487200,7.48
2026-08-17,2408,南亞科,6536240,6.53
2026-08-17,2327,國巨,2759350,2.75
2026-08-17,2881,富邦金,1544430,1.55
2026-08-17,2882,國泰金,1048280,1.05
2026-08-16,2603,長榮,13545580,13.55
2026-08-16,2357,華碩,12997960,12.99
2026-08-16,2882,國泰金,11727790,11.72
2026-08-16,3034,聯詠,11561530,11.57
2026-08-16,3231,緯創,11250550,11.25
2026-08-16,2891,中信金,9992790,10.0
2026-08-16,2454,聯發科,7357120,7.36
2026-08-16,2382,廣達,6716500,6.72
2026-08-16,2408,南亞科,4722230,4.72
2026-08-16,2327,國巨,4145180,4.14
2026-08-16,2317,鴻海,3133750,3.14
2026-08-16,2881,富邦金,2842260,2.84
2026-08-15,2317,鴻海,14004820,14.0
